"account_number","suite","house_number","street_name","garage","neighbourhood_id","neighbourhood","ward","assessed_value","latitude","longitude","point_location","tax_class_pct_1","tax_class_pct_2","tax_class_pct_3","mill_class_1","mill_class_2","mill_class_3"
"1201854","202","2620","MILL WOODS ROAD EAST NW","N","6770","WEINLOS","Sspomitapi Ward","93000","53.45885364278415","-113.4082180009321","POINT (-113.4082180009321 53.45885364278415)","100",,,"RESIDENTIAL",,
"1178110",,"8321","166 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","298500","53.51773153949722","-113.60786211563408","POINT (-113.60786211563408 53.51773153949722)","100",,,"RESIDENTIAL",,
"1213644","904","8340","JASPER AVENUE NW","N","1070","CROMDALE","Métis Ward","166000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1374750",,"16506","104 AVENUE NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","297000","53.546618291707254","-113.6064146102909","POINT (-113.6064146102909 53.546618291707254)","100",,,"RESIDENTIAL",,
"1346642","305","10547","83 AVENUE NW","N","5480","STRATHCONA","papastew Ward","194000","53.518810045412266","-113.50219250052204","POINT (-113.50219250052204 53.518810045412266)","100",,,"RESIDENTIAL",,
"1153303",,"16106","83 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","365500","53.51712611640597","-113.60036774240466","POINT (-113.60036774240466 53.51712611640597)","100",,,"RESIDENTIAL",,
"1200799",,"15709","92A AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","361500","53.52727798151271","-113.5921752889153","POINT (-113.5921752889153 53.52727798151271)","100",,,"RESIDENTIAL",,
"1369628",,"16510","105A AVENUE NW","Y","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","259500","53.54992938147261","-113.60761619975241","POINT (-113.60761619975241 53.54992938147261)","100",,,"RESIDENTIAL",,
"1078716",,"7628","152C AVENUE NW","Y","2410","KILKENNY","tastawiyiniwak Ward","358000","53.615536543871976","-113.46176580963018","POINT (-113.46176580963018 53.615536543871976)","100",,,"RESIDENTIAL",,
"1085570","1502","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","89000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1336502",,"9804","167 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","315000","53.535924763449266","-113.61051548132569","POINT (-113.61051548132569 53.535924763449266)","100",,,"RESIDENTIAL",,
"1030410","3","10160","119 STREET NW","N","1150","OLIVER","O-day'min Ward","196000","53.54226423602291","-113.5273471571312","POINT (-113.5273471571312 53.54226423602291)","100",,,"RESIDENTIAL",,
"1047950",,"7235","152B AVENUE NW","Y","2410","KILKENNY","tastawiyiniwak Ward","396000","53.61429420488239","-113.45088339173869","POINT (-113.45088339173869 53.61429420488239)","100",,,"RESIDENTIAL",,
"1282136","411","1945","105 STREET NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","89000","53.449099548352535","-113.49950518050419","POINT (-113.49950518050419 53.449099548352535)","100",,,"RESIDENTIAL",,
"1208636",,"7311","183B STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","346000","53.50737869968566","-113.63997207490804","POINT (-113.63997207490804 53.50737869968566)","100",,,"RESIDENTIAL",,
"1215334",,"8708","164A STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","321500","53.520753774129666","-113.60617954659249","POINT (-113.60617954659249 53.520753774129666)","100",,,"RESIDENTIAL",,
"1163070",,"8524","189 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","423000","53.51921020802948","-113.64938566320022","POINT (-113.64938566320022 53.51921020802948)","100",,,"RESIDENTIAL",,
"1285246","210","10145","121 STREET NW","N","1150","OLIVER","O-day'min Ward","95000","53.542161896253226","-113.53018329065722","POINT (-113.53018329065722 53.542161896253226)","100",,,"RESIDENTIAL",,
"1169184",,"8111","169 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","319000","53.515485432584995","-113.61202295074669","POINT (-113.61202295074669 53.515485432584995)","100",,,"RESIDENTIAL",,
"1355486","104","2608","139 AVENUE NW","N","2030","BANNERMAN","Dene Ward","67500","53.60308934739325","-113.38287754691208","POINT (-113.38287754691208 53.60308934739325)","100",,,"RESIDENTIAL",,
"1364173",,"16148","100 AVENUE NW","Y","4180","GLENWOOD","Nakota Isga Ward","239500","53.53956136364005","-113.60058469280894","POINT (-113.60058469280894 53.53956136364005)","100",,,"RESIDENTIAL",,
"1123124",,"2947","151 AVENUE NW","N","2430","KIRKNESS","Dene Ward","147500","53.613336929086664","-113.38158766215216","POINT (-113.38158766215216 53.613336929086664)","100",,,"RESIDENTIAL",,
"1009810",,"729","RIDDELL STREET NW","Y","5350","RHATIGAN RIDGE","pihêsiwin Ward","644500","53.47990674782414","-113.589954511659","POINT (-113.589954511659 53.47990674782414)","100",,,"RESIDENTIAL",,
"1016278",,"1416","104 STREET NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","414500","53.44527764638966","-113.49465485222062","POINT (-113.49465485222062 53.44527764638966)","100",,,"RESIDENTIAL",,
"1110774",,"15427","75 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","678000","53.5068859206269","-113.5893559877439","POINT (-113.5893559877439 53.5068859206269)","100",,,"RESIDENTIAL",,
"1327261",,"9632","163 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","268500","53.5349798345787","-113.6032817400742","POINT (-113.6032817400742 53.5349798345787)","100",,,"RESIDENTIAL",,
"1006774","303","14004","26 STREET NW","N","2030","BANNERMAN","Dene Ward","74500","53.60421140930098","-113.38283561139203","POINT (-113.38283561139203 53.60421140930098)","100",,,"RESIDENTIAL",,
"1083922",,"15603","75 AVENUE NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","451500","53.506866290332425","-113.59077132851027","POINT (-113.59077132851027 53.506866290332425)","100",,,"RESIDENTIAL",,
"1316462",,"9641","163 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","313000","53.53436647965038","-113.60221541199581","POINT (-113.60221541199581 53.53436647965038)","100",,,"RESIDENTIAL",,
"1085224","902","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","85500","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1053214",,"3708","42 AVENUE NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","303000","53.47903713898272","-113.39767626016928","POINT (-113.39767626016928 53.47903713898272)","100",,,"RESIDENTIAL",,
"1314061",,"9621","160 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","302500","53.533813098983366","-113.59684812335573","POINT (-113.59684812335573 53.533813098983366)","100",,,"RESIDENTIAL",,
"1363605",,"9904","161 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","263000","53.53776995989027","-113.59959021675067","POINT (-113.59959021675067 53.53776995989027)","100",,,"RESIDENTIAL",,
"1091628",,"16","PATRICIA CRESCENT NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","480000","53.51045451166329","-113.6063866582214","POINT (-113.6063866582214 53.51045451166329)","100",,,"RESIDENTIAL",,
"1214535",,,,"N","1070","CROMDALE","Métis Ward","8000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1163955",,"7916","166 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","355000","53.51322419459577","-113.60833637413884","POINT (-113.60833637413884 53.51322419459577)","100",,,"RESIDENTIAL",,
"1096791",,"9415","177 AVENUE NW","N","2450","LAGO LINDO","tastawiyiniwak Ward","298000","53.639059220653365","-113.48686071712915","POINT (-113.48686071712915 53.639059220653365)","100",,,"RESIDENTIAL",,
"1093954",,"744","HENDRA CRESCENT NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","530000","53.46610974349332","-113.59696916283664","POINT (-113.59696916283664 53.46610974349332)","100",,,"RESIDENTIAL",,
"1179282",,"8321","164 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","292000","53.517801059881506","-113.60506814460292","POINT (-113.60506814460292 53.517801059881506)","100",,,"RESIDENTIAL",,
"1117100",,"7727","155 STREET NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","626000","53.51089899480936","-113.58859428664285","POINT (-113.58859428664285 53.51089899480936)","100",,,"RESIDENTIAL",,
"1164425",,"18803","82 AVENUE NW","Y","4020","ALDERGROVE","Nakota Isga Ward","353500","53.51563420495145","-113.64657784936752","POINT (-113.64657784936752 53.51563420495145)","100",,,"RESIDENTIAL",,
"1019173",,"643","WOLF WILLOW ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","561500","53.505154519019335","-113.60032484175035","POINT (-113.60032484175035 53.505154519019335)","100",,,"RESIDENTIAL",,
"1179878",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1225614",,"10814","20A AVENUE NW","Y","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","317500","53.45190486795917","-113.50807580647366","POINT (-113.50807580647366 53.45190486795917)","100",,,"RESIDENTIAL",,
"1057017",,"99","KINISKI CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","328000","53.47838599766991","-113.40227784613069","POINT (-113.40227784613069 53.47838599766991)","100",,,"RESIDENTIAL",,
"1124866","31","4403","RIVERBEND ROAD NW","N","5340","RAMSAY HEIGHTS","pihêsiwin Ward","193000","53.481562086954206","-113.57882985906069","POINT (-113.57882985906069 53.481562086954206)","100",,,"RESIDENTIAL",,
"1108562",,"13515","153 AVENUE NW","N","3150","CUMBERLAND","Anirniq Ward","136000","53.61426331984006","-113.55937253226121","POINT (-113.55937253226121 53.61426331984006)","100",,,"COMMERCIAL",,
"1353713","303","10511","19 AVENUE NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","111000","53.44765919973268","-113.50190409356722","POINT (-113.50190409356722 53.44765919973268)","100",,,"RESIDENTIAL",,
"1180272",,"16106","86 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","328000","53.518815748777776","-113.60036773927506","POINT (-113.60036773927506 53.518815748777776)","100",,,"RESIDENTIAL",,
"1329143","111","9816","156 STREET NW","N","4180","GLENWOOD","Nakota Isga Ward","76500","53.5366931094185","-113.59085100674228","POINT (-113.59085100674228 53.5366931094185)","100",,,"RESIDENTIAL",,
"1085638","1601","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","122000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1223965","21","11111","26 AVENUE NW","N","5060","BLUE QUILL","Ipiihkoohkanipiaohtsi Ward","233000","53.458207330135366","-113.51777707261711","POINT (-113.51777707261711 53.458207330135366)","100",,,"RESIDENTIAL",,
"1209113",,"7119","183A STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","335000","53.50589482323526","-113.63812778232874","POINT (-113.63812778232874 53.50589482323526)","100",,,"RESIDENTIAL",,
"1065002",,,,"N","5200","GARNEAU","papastew Ward","5500","53.51584446927477","-113.51864046956135","POINT (-113.51864046956135 53.51584446927477)","100",,,"RESIDENTIAL",,
"1011238",,"194","RHATIGAN ROAD WEST NW","Y","5350","RHATIGAN RIDGE","pihêsiwin Ward","536500","53.47673654507272","-113.58588093043772","POINT (-113.58588093043772 53.47673654507272)","100",,,"RESIDENTIAL",,
"1164409",,"16719","79A AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","364500","53.512778705412565","-113.6101150751586","POINT (-113.6101150751586 53.512778705412565)","100",,,"RESIDENTIAL",,
"1133644","107","18004","62B AVENUE NW","N","4380","ORMSBY PLACE","sipiwiyiniwak Ward","113000","53.49725866232886","-113.63495926162925","POINT (-113.63495926162925 53.49725866232886)","100",,,"RESIDENTIAL",,
"1057546",,"332","KIRKPATRICK CRESCENT NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","292500","53.48054796111807","-113.4014804904328","POINT (-113.4014804904328 53.48054796111807)","100",,,"RESIDENTIAL",,
"1242098",,"3611","30 AVENUE NW","N","6030","BISSET","Sspomitapi Ward","185500","53.46016001378239","-113.39657123262177","POINT (-113.39657123262177 53.46016001378239)","100",,,"RESIDENTIAL",,
"1183466",,"15702","91 AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","365000","53.526066421398625","-113.59215646267991","POINT (-113.59215646267991 53.526066421398625)","100",,,"RESIDENTIAL",,
"1108539",,,,"N","3150","CUMBERLAND","Anirniq Ward","139000","53.61427702104238","-113.54751077498673","POINT (-113.54751077498673 53.61427702104238)","100",,,"COMMERCIAL",,
"1018266",,"70","WILLOW WAY NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","476500","53.50371969640603","-113.6014493556493","POINT (-113.6014493556493 53.50371969640603)","100",,,"RESIDENTIAL",,
"1038256","106","8310","JASPER AVENUE NW","N","1070","CROMDALE","Métis Ward","75000","53.55628818315935","-113.46957199212594","POINT (-113.46957199212594 53.55628818315935)","100",,,"RESIDENTIAL",,
"1040484",,"5408","20 AVENUE NW","N","6460","MEYOKUMIN","Karhiio Ward","311500","53.4513078095611","-113.42434484483546","POINT (-113.42434484483546 53.4513078095611)","100",,,"RESIDENTIAL",,
"1011899",,"708","RIDDELL STREET NW","Y","5350","RHATIGAN RIDGE","pihêsiwin Ward","632500","53.47766618549025","-113.59058744571405","POINT (-113.59058744571405 53.47766618549025)","100",,,"RESIDENTIAL",,
"1045590",,"4795","35 AVENUE NW","N","6530","MINCHAU","Sspomitapi Ward","158000","53.46509244029403","-113.41358948397541","POINT (-113.41358948397541 53.46509244029403)","100",,,"RESIDENTIAL",,
"1291996","304","17115","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","117000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1158138",,"8101","162 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","338500","53.515366131296794","-113.60076898877134","POINT (-113.60076898877134 53.515366131296794)","100",,,"RESIDENTIAL",,
"1013903",,"162","WESTRIDGE ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","476500","53.51010106072762","-113.61346507372339","POINT (-113.61346507372339 53.51010106072762)","100",,,"RESIDENTIAL",,
"1061183",,"18150","96 AVENUE NW","N","4240","LA PERLE","Nakota Isga Ward","185000","53.53067072461222","-113.63578507852934","POINT (-113.63578507852934 53.53067072461222)","100",,,"RESIDENTIAL",,
"1173764",,"18727","80 AVENUE NW","Y","4020","ALDERGROVE","Nakota Isga Ward","386000","53.51290882552123","-113.64496587129295","POINT (-113.64496587129295 53.51290882552123)","100",,,"RESIDENTIAL",,
"1314699",,"9621","159 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","298500","53.53380554752299","-113.5950918468778","POINT (-113.5950918468778 53.53380554752299)","100",,,"RESIDENTIAL",,
"1091511",,"14678","54 STREET NW","N","2130","CASSELMAN","Dene Ward","161500","53.60977005024769","-113.42276746215013","POINT (-113.42276746215013 53.60977005024769)","100",,,"RESIDENTIAL",,
"1102268",,"303","197 AVENUE NE","Y","2670","RURAL NORTH EAST HORSE HILL","Dene Ward","841500","53.65867182968321","-113.34068639480284","POINT (-113.34068639480284 53.65867182968321)","100",,,"RESIDENTIAL",,
"1151091",,"1704","YELLOWHEAD TRAIL NW","N","2160","CLOVER BAR AREA","Dene Ward","416500","53.571081360449604","-113.36302487371712","POINT (-113.36302487371712 53.571081360449604)","100",,,"COMMERCIAL",,
"1046598",,"7512","152C AVENUE NW","Y","2410","KILKENNY","tastawiyiniwak Ward","379000","53.61551722062523","-113.45751547050799","POINT (-113.45751547050799 53.61551722062523)","100",,,"RESIDENTIAL",,
"1109065",,"15208","74 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","463000","53.50712771169553","-113.5835005661888","POINT (-113.5835005661888 53.50712771169553)","100",,,"RESIDENTIAL",,
"1268226",,"9021","151 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","315000","53.52380496461512","-113.58106199923543","POINT (-113.58106199923543 53.52380496461512)","100",,,"RESIDENTIAL",,
"1219476",,"8912","169 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","327000","53.525042413493146","-113.61444770519292","POINT (-113.61444770519292 53.525042413493146)","100",,,"RESIDENTIAL",,
"1123405",,"15211","85 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","362000","53.517503640478175","-113.58326484949326","POINT (-113.58326484949326 53.517503640478175)","100",,,"RESIDENTIAL",,
"1215938",,"8723","164 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","407000","53.52174352785978","-113.60395317903513","POINT (-113.60395317903513 53.52174352785978)","100",,,"RESIDENTIAL",,
"1207364",,"9430","160 STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","356500","53.530477118837034","-113.5976710504442","POINT (-113.5976710504442 53.530477118837034)","100",,,"RESIDENTIAL",,
"1117530",,"10821","214 STREET NW","N","4650","WINTERBURN INDUSTRIAL AREA EAST","Nakota Isga Ward","1859000","53.554661916828145","-113.68583697706998","POINT (-113.68583697706998 53.554661916828145)","100",,,"COMMERCIAL",,
"1177799","1707","10135","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","146000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1222306","40","2115","118 STREET NW","N","5460","SKYRATTLER","Ipiihkoohkanipiaohtsi Ward","198000","53.45106722291874","-113.52948864664086","POINT (-113.52948864664086 53.45106722291874)","100",,,"RESIDENTIAL",,
"1132232",,"14749","25 STREET NW","N","2280","FRASER","Dene Ward","140000","53.61072720326497","-113.3764746669787","POINT (-113.3764746669787 53.61072720326497)","100",,,"RESIDENTIAL",,
"1209436",,"18310","71A AVENUE NW","N","4270","LYMBURN","sipiwiyiniwak Ward","299000","53.50547501786109","-113.63915034827986","POINT (-113.63915034827986 53.50547501786109)","100",,,"RESIDENTIAL",,
"1032226",,"2582","79 STREET NW","N","6470","MEYONOHK","Karhiio Ward","174000","53.45704125727985","-113.45431883515649","POINT (-113.45431883515649 53.45704125727985)","100",,,"RESIDENTIAL",,
"1327667","301","13704","24 STREET NW","N","2030","BANNERMAN","Dene Ward","56000","53.60032965434167","-113.38008200076702","POINT (-113.38008200076702 53.60032965434167)","100",,,"RESIDENTIAL",,
"1016559",,"10448","14 AVENUE NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","469500","53.44577523192543","-113.49702157934526","POINT (-113.49702157934526 53.44577523192543)","100",,,"RESIDENTIAL",,
"1036730",,"9344","180A AVENUE NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","331500","53.6431480677867","-113.4865019721107","POINT (-113.4865019721107 53.6431480677867)","100",,,"RESIDENTIAL",,
"1146208",,"15628","80 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","367500","53.51384708881767","-113.59302584722492","POINT (-113.59302584722492 53.51384708881767)","100",,,"RESIDENTIAL",,
"1264605","401","14808","26 STREET NW","N","2280","FRASER","Dene Ward","91500","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1195874",,"8714","160A STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","367500","53.52186444893434","-113.59972604300215","POINT (-113.59972604300215 53.52186444893434)","100",,,"RESIDENTIAL",,
"1103696",,"7711","152 STREET NW","N","4430","RIO TERRACE","sipiwiyiniwak Ward","444500","53.51094303271084","-113.58244157763824","POINT (-113.58244157763824 53.51094303271084)","100",,,"RESIDENTIAL",,
"1314921","704","10011","123 STREET NW","N","1150","OLIVER","O-day'min Ward","190500","53.54094873521212","-113.53361896801161","POINT (-113.53361896801161 53.54094873521212)","100",,,"RESIDENTIAL",,
"1139302",,"8309","159 STREET NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","353500","53.5175551606754","-113.59618033256714","POINT (-113.59618033256714 53.5175551606754)","100",,,"RESIDENTIAL",,
"1279231",,"15406","94A AVENUE NW","N","4500","SHERWOOD","sipiwiyiniwak Ward","230500","53.53076063417936","-113.58729874593945","POINT (-113.58729874593945 53.53076063417936)","100",,,"RESIDENTIAL",,
"1317783","200","10010","119 STREET NW","N","1150","OLIVER","O-day'min Ward","182000","53.540144793026066","-113.52725484458843","POINT (-113.52725484458843 53.540144793026066)","100",,,"RESIDENTIAL",,
"1189406","7B","10050","118 STREET NW","N","1150","OLIVER","O-day'min Ward","378000","53.54033965527479","-113.52550829517108","POINT (-113.52550829517108 53.54033965527479)","100",,,"RESIDENTIAL",,
"1112978",,"16805","129 AVENUE NW","N","4475","KINOKAMAU PLAINS AREA","Nakota Isga Ward","1977000","53.586621169337626","-113.61050471033536","POINT (-113.61050471033536 53.586621169337626)","100",,,"COMMERCIAL",,
"1209600",,"9421","163 STREET NW","N","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","320500","53.53088027967825","-113.60223101698726","POINT (-113.60223101698726 53.53088027967825)","100",,,"RESIDENTIAL",,
"1035765",,"9535","178 AVENUE NW","N","2450","LAGO LINDO","tastawiyiniwak Ward","326500","53.639828299533264","-113.49076799103395","POINT (-113.49076799103395 53.639828299533264)","100",,,"RESIDENTIAL",,
"1109776",,"20810","9 AVENUE SW","Y","4463","RIVERVIEW AREA","sipiwiyiniwak Ward","1017500","53.42617638068211","-113.6785478378285","POINT (-113.6785478378285 53.42617638068211)","100",,,"RESIDENTIAL",,
"1086784","1407","12141","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","150000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1179555",,"8316","163 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","321000","53.51757193385639","-113.60449426928852","POINT (-113.60449426928852 53.51757193385639)","100",,,"RESIDENTIAL",,
"1045210",,"756","SADDLEBACK ROAD NW","N","5060","BLUE QUILL","Ipiihkoohkanipiaohtsi Ward","197500","53.45479607771951","-113.52665308549912","POINT (-113.52665308549912 53.45479607771951)","100",,,"RESIDENTIAL",,
"1264639","405","14808","26 STREET NW","N","2280","FRASER","Dene Ward","69500","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1354083","413","10511","19 AVENUE NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","91000","53.44765919973268","-113.50190409356722","POINT (-113.50190409356722 53.44765919973268)","100",,,"RESIDENTIAL",,
"1109701",,"108","GRANDISLE WAY NW","Y","4463","RIVERVIEW AREA","sipiwiyiniwak Ward","2162000","53.433483065123866","-113.65795142115434","POINT (-113.65795142115434 53.433483065123866)","99","1",,"RESIDENTIAL","FARMLAND",
"1028422","17","10453","20 AVENUE NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","199500","53.44972173311874","-113.49848762847681","POINT (-113.49848762847681 53.44972173311874)","100",,,"RESIDENTIAL",,
"1072990",,"2503","76 AVENUE NW","N","6690","SOUTHEAST INDUSTRIAL","Sspomitapi Ward","60500","53.50659740595332","-113.38176853036683","POINT (-113.38176853036683 53.50659740595332)","100",,,"RESIDENTIAL",,
"1214113",,,,"N","1070","CROMDALE","Métis Ward","8000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1025857","5","12715","81 STREET NW","N","2020","BALWIN","tastawiyiniwak Ward","62000","53.58543065508136","-113.46503788755483","POINT (-113.46503788755483 53.58543065508136)","100",,,"RESIDENTIAL",,
"1240241",,"16509","95 AVENUE NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","337500","53.531287278774265","-113.6085001329318","POINT (-113.6085001329318 53.531287278774265)","100",,,"RESIDENTIAL",,
"1006071","104","10138","116 STREET NW","N","1150","OLIVER","O-day'min Ward","114500","53.54195417542538","-113.52182973833129","POINT (-113.52182973833129 53.54195417542538)","100",,,"RESIDENTIAL",,
"1035633",,"17712","95 STREET NW","N","2450","LAGO LINDO","tastawiyiniwak Ward","283500","53.63970521685559","-113.48874561283267","POINT (-113.48874561283267 53.63970521685559)","100",,,"RESIDENTIAL",,
"1174416",,"8120","188 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","390500","53.514765754703916","-113.64619209215024","POINT (-113.64619209215024 53.514765754703916)","100",,,"RESIDENTIAL",,
"1074442",,"1104","77 AVENUE NW","N","6690","SOUTHEAST INDUSTRIAL","Sspomitapi Ward","1610000","53.51356742263955","-113.36264428479508","POINT (-113.36264428479508 53.51356742263955)","100",,,"COMMERCIAL",,
"1248285","41","3111","142 AVENUE NW","N","2320","HAIRSINE","Dene Ward","131500","53.60579806992998","-113.38883823729446","POINT (-113.38883823729446 53.60579806992998)","100",,,"RESIDENTIAL",,
"1148279",,"7905","159 STREET NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","343500","53.51294625988705","-113.59619172099082","POINT (-113.59619172099082 53.51294625988705)","100",,,"RESIDENTIAL",,
"1277482","202","9505","77 AVENUE NW","N","6610","RITCHIE","papastew Ward","140000","53.51298680606999","-113.4736266233447","POINT (-113.4736266233447 53.51298680606999)","100",,,"RESIDENTIAL",,
"1097245",,"17815","93 STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","556000","53.64106889115891","-113.48423755685485","POINT (-113.48423755685485 53.64106889115891)","100",,,"RESIDENTIAL",,
"1095611",,"257","HEATH ROAD NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","486000","53.46437532268466","-113.59923433341429","POINT (-113.59923433341429 53.46437532268466)","100",,,"RESIDENTIAL",,
"1356542",,"15629","100A AVENUE NW","Y","4180","GLENWOOD","Nakota Isga Ward","217000","53.53998132406837","-113.59157011844101","POINT (-113.59157011844101 53.53998132406837)","100",,,"RESIDENTIAL",,
"1163419",,"16419","79A AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","348000","53.51261974529196","-113.60475271242171","POINT (-113.60475271242171 53.51261974529196)","100",,,"RESIDENTIAL",,
"1210574",,"9105","77 AVENUE NW","N","6360","KING EDWARD PARK","Métis Ward","156000","53.5128616437257","-113.4677023350665","POINT (-113.4677023350665 53.5128616437257)","100",,,"RESIDENTIAL",,
"1208206",,"16026","93 AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","366000","53.52856152396304","-113.59941649079745","POINT (-113.59941649079745 53.52856152396304)","100",,,"RESIDENTIAL",,
"1176874","701","10135","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","193500","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1174762",,"8113","189A STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","412000","53.51467204132301","-113.6497889162558","POINT (-113.6497889162558 53.51467204132301)","100",,,"RESIDENTIAL",,
"1049345",,"14530","34 STREET NW","N","2430","KIRKNESS","Dene Ward","280000","53.60910450328348","-113.39395804250275","POINT (-113.39395804250275 53.60910450328348)","100",,,"RESIDENTIAL",,
